optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
55,5,9,1,0,8,12,13,14,10,2,3,15,7,11,4,6,0,0,2,0,3,1,1,3,0,0,2,2,1,3,1,2,1,3,3,0,2,2,0,3,3,1,2,0,0,2,1,2,1,1,3,3,0,0,2,2,0,3,1,2,1,3,0,0,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,6,3,11,4,10,12,1,2,0,13,7,5,8,15,9,2,2,1,2,0,3,0,3,0,2,1,2,0,3,1,3,1,1,2,0,0,2,1,3,3,3,1,2,2,0,0,0,3,1,3,0,2,1,3,1,2,2,0,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1,7,11,15,10,9,3,8,14,13,5,0,6,2,12,4,0,3,3,1,2,2,0,3,3,0,3,1,1,2,0,0,0,3,1,2,2,1,3,3,0,2,2,2,1,3,0,0,3,1,1,1,3,0,2,1,2,0,0,0,3,1,1,2,0,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
53,5,12,0,13,14,3,2,8,11,1,7,9,4,10,15,6,1,2,2,0,0,2,1,1,3,0,0,3,0,2,2,1,3,1,2,1,3,3,0,0,2,1,1,3,0,3,0,2,0,3,1,2,2,1,3,3,1,2,0,3,0,2,2,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,3,13,15,14,7,12,9,5,2,0,4,11,6,10,8,0,0,3,3,1,1,2,2,0,0,3,3,0,2,1,1,2,0,0,3,1,3,3,0,2,2,1,3,1,1,2,0,3,1,3,0,0,0,2,1,1,1,3,0,0,2,1,2,0,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
47,8,1,11,5,0,7,6,14,3,9,2,15,4,10,12,13,0,0,0,2,2,1,3,1,2,0,3,3,3,1,2,1,2,0,0,0,3,3,1,1,1,2,2,0,2,1,3,0,3,0,2,2,1,3,0,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,8,9,12,0,4,7,10,5,14,15,13,3,1,11,2,6,1,2,1,3,0,3,0,0,2,1,2,2,1,1,3,0,3,1,3,0,2,0,2,2,0,3,1,2,1,3,1,3,0,0,3,0,2,2,1,3,1,3,0,0,2,2,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,9,0,12,3,1,5,6,4,13,10,14,2,7,8,11,15,0,0,0,2,1,2,0,2,1,3,3,3,1,2,2,2,0,3,1,1,3,0,0,0,2,1,1,1,3,0,0,0,2,1,3,3,0,2,1,2,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8,6,15,4,11,1,9,12,2,3,13,5,0,7,10,14,0,3,3,1,2,0,0,3,1,3,1,2,0,2,0,2,1,1,3,1,2,0,0,3,1,1,3,0,0,2,1,1,3,0,3,0,2,0,3,1,2,2,0,3,1,2,1,2,0,0,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
51,1,3,12,13,0,9,8,5,14,15,6,11,4,2,7,10,1,2,2,0,0,3,1,3,3,1,2,0,2,1,3,0,3,1,1,2,2,2,0,3,1,3,0,0,0,3,1,2,2,1,1,3,0,3,0,2,2,0,3,3,1,2,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,8,2,6,9,7,15,5,0,4,14,3,13,11,12,10,1,1,1,2,0,3,3,1,3,0,2,0,2,2,1,3,1,3,0,0,0,2,2,1,3,3,0,3,1,1,1,2,0,0,0,2,1,1,1,3,0,0,2,1,1,2,0,0,3,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,15,8,5,6,12,3,9,10,0,2,1,4,7,13,14,11,1,3,1,3,0,0,3,1,2,0,2,1,1,3,0,3,0,2,2,1,1,3,1,2,0,2,0,3,3,1,1,2,2,0,0,3,0,2,1,3,3,0,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,4,8,0,3,11,9,13,10,5,1,2,14,6,15,7,0,2,2,0,2,1,1,3,0,2,1,3,3,3,0,2,0,2,1,1,1,3,0,3,0,0,2,2,1,1,2,1,3,0,3,0,2,2,1,1,3,3,3,0,0,2,2,0,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
52,0,7,14,13,12,9,2,15,1,5,8,10,6,11,4,3,0,0,3,0,2,1,3,1,3,0,2,1,2,2,1,3,3,3,0,0,0,2,1,3,1,2,2,2,0,3,3,3,1,2,2,1,3,3,0,2,2,2,1,3,0,0,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3,6,14,5,1,13,8,10,12,9,11,7,0,2,4,15,2,2,0,0,3,3,1,2,2,1,3,3,0,2,2,2,0,0,3,1,3,0,3,1,2,1,2,1,2,0,0,3,0,3,3,1,1,2,2,1,2,0,0,0,3,3,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,9,15,4,13,5,1,3,0,2,11,14,10,8,12,6,7,1,1,3,0,2,0,0,3,3,3,1,2,1,3,0,2,2,1,3,0,2,2,1,1,3,0,3,1,3,0,0,2,2,0,2,1,1,3,0,0,2,1,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6,4,13,5,14,15,8,11,3,12,0,7,9,2,10,1,1,1,3,3,0,0,2,0,2,1,3,0,3,1,2,1,2,1,3,0,3,1,2,0,2,2,1,3,3,0,2,0,3,1,3,0,2,0,2,1,2,0,3,1,2,1,1,3,0,0,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
61,14,11,4,12,8,13,7,2,6,5,3,10,15,1,0,9,1,1,1,2,0,2,2,0,0,3,1,1,2,1,3,3,0,2,2,0,3,3,3,1,2,2,2,1,3,3,3,0,2,2,0,3,0,3,1,1,2,0,0,2,2,1,3,3,0,3,1,2,0,2,2,1,3,1,3,1,3,,,,,,,,,,,,,,,,,,,
56,10,7,15,11,8,4,9,14,5,12,2,13,6,0,1,3,0,0,3,3,1,3,0,2,2,1,1,3,0,2,1,3,3,1,2,2,2,0,3,3,3,0,2,2,2,1,3,3,0,2,0,2,1,1,3,3,3,1,2,2,2,0,3,3,0,0,2,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
56,7,11,14,8,0,15,6,3,10,5,12,1,13,9,2,4,1,1,2,0,0,0,3,3,1,1,2,1,2,0,0,3,0,3,1,2,1,3,1,2,2,0,3,3,3,1,2,2,2,0,3,3,0,3,1,2,0,3,0,2,1,2,2,1,3,0,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
61,14,6,8,5,11,13,1,7,9,2,12,15,3,0,10,4,3,0,2,0,2,0,3,1,2,2,1,3,3,0,3,1,2,1,2,0,0,3,0,3,1,2,0,2,1,2,0,3,1,3,1,2,0,2,1,1,3,0,0,3,1,2,2,1,3,3,3,0,2,0,0,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,
53,8,3,14,15,6,11,2,9,12,13,5,7,4,1,10,0,3,3,3,0,0,2,1,3,0,0,2,1,1,1,2,0,0,3,1,2,2,0,3,3,3,1,2,2,1,2,0,0,3,0,2,1,1,3,1,3,3,0,2,2,0,3,0,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,2,13,0,10,5,12,6,15,14,4,3,11,8,9,7,3,1,2,1,2,2,0,3,3,1,2,1,2,0,3,1,3,0,3,0,2,0,2,1,1,3,1,3,0,2,0,0,2,1,1,2,1,3,3,0,0,2,2,0,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15,8,7,10,2,12,13,1,6,4,5,0,9,11,14,3,3,1,3,1,1,3,0,0,2,1,2,0,3,0,2,1,2,0,3,1,1,1,3,3,0,2,0,3,0,2,2,1,1,1,2,0,3,3,1,2,2,0,0,3,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,15,6,13,9,4,5,14,12,1,0,7,8,11,3,10,3,3,1,3,1,2,0,2,0,3,0,2,1,2,0,3,1,1,1,2,0,3,1,3,3,0,0,2,1,2,2,1,3,3,3,0,2,2,2,0,3,3,0,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,4,2,7,0,6,10,9,3,15,11,1,12,14,8,5,0,3,1,1,1,2,0,0,3,1,1,2,2,0,3,3,0,0,2,1,2,2,0,3,1,2,1,3,3,0,2,1,3,3,0,2,1,1,2,2,0,0,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,8,12,4,13,14,11,6,3,7,1,15,10,2,9,5,2,0,0,2,1,1,3,0,3,0,0,2,1,2,1,3,3,0,2,2,1,3,3,3,0,0,2,1,1,3,1,2,2,2,0,3,3,3,1,2,2,2,0,3,3,3,0,0,2,2,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
56,4,14,11,13,8,3,12,15,9,10,5,6,0,1,2,7,3,0,2,2,1,3,3,0,3,0,0,2,1,1,2,2,0,3,3,3,1,2,1,3,0,2,2,2,0,3,3,3,1,2,2,1,2,0,0,3,3,0,3,1,1,2,0,0,2,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
59,1,5,12,10,2,3,15,8,11,6,4,14,13,7,9,0,0,0,2,1,1,3,0,2,0,3,1,3,0,2,1,1,3,0,3,1,1,2,0,2,0,3,3,1,1,2,2,2,0,3,0,3,3,0,2,1,1,1,2,0,0,0,3,1,1,2,0,2,0,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,
44,2,13,5,11,0,7,8,3,4,12,10,6,1,15,14,9,2,2,1,1,3,3,0,2,0,2,2,1,3,1,2,0,3,3,0,2,2,0,3,3,3,1,2,0,2,1,3,1,1,2,0,2,0,3,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,5,2,1,8,3,7,11,13,0,9,15,10,12,14,6,2,0,0,3,1,1,2,0,2,0,3,3,0,3,1,1,2,1,3,0,0,2,0,2,2,1,1,1,3,3,0,0,2,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,13,12,5,6,0,7,14,1,9,2,4,3,8,15,10,11,1,2,2,0,3,1,3,0,2,1,2,0,2,0,3,3,1,2,2,1,1,3,0,2,1,3,3,0,3,0,2,2,0,3,3,1,2,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,12,1,2,8,14,7,4,3,13,9,11,15,10,5,6,1,2,2,2,1,3,1,3,0,3,0,2,0,2,1,1,3,0,0,2,1,1,3,3,0,0,2,1,1,1,3,0,0,2,1,1,2,0,2,1,3,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,9,3,0,7,6,5,10,14,2,15,4,13,8,12,11,1,1,1,3,0,2,1,2,0,0,0,3,1,2,2,1,3,0,0,2,1,1,3,3,1,2,2,0,3,0,0,3,3,1,1,2,0,2,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,13,3,12,6,9,11,10,5,4,15,8,0,2,14,7,1,1,1,2,0,3,1,3,0,0,2,2,1,2,0,0,3,1,1,3,0,2,2,0,3,3,1,3,0,2,1,3,1,2,1,2,2,0,3,3,0,2,2,1,3,3,1,3,0,0,2,2,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
48,15,2,9,3,4,10,0,7,5,12,13,6,11,14,1,8,3,3,1,1,3,0,2,1,1,3,0,0,0,2,1,2,1,3,0,3,1,2,1,2,0,2,0,3,3,1,2,0,0,3,1,1,2,0,0,2,1,3,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3,11,0,13,12,14,5,15,6,8,1,4,2,10,7,9,0,0,0,3,1,1,2,2,0,0,3,1,3,0,2,1,1,1,3,0,3,0,0,2,1,3,1,1,2,0,2,2,0,0,3,1,3,1,2,1,2,0,0,3,1,1,3,0,2,2,0,0,3,1,3,1,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,
49,6,14,5,15,1,2,3,0,4,10,13,9,7,12,8,11,0,3,0,2,0,3,3,3,1,1,2,2,1,3,0,0,2,1,1,3,0,0,0,2,1,3,3,1,2,2,2,1,3,0,0,2,1,1,3,0,0,2,0,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11,7,8,13,6,14,9,4,15,1,5,10,12,2,0,3,1,1,2,0,2,0,3,3,1,3,1,2,2,2,0,3,1,2,1,3,0,2,0,0,3,1,3,3,1,2,2,1,3,3,0,2,2,1,3,0,2,2,1,3,0,0,2,1,3,0,3,0,2,1,2,0,3,1,3,3,1,1,,,,,,,,,,,,,,,,,,
46,6,7,10,11,8,0,3,15,4,1,9,12,5,13,2,14,2,0,0,3,1,3,1,2,0,0,3,1,3,0,2,0,2,2,1,3,0,3,3,1,1,1,2,2,2,0,3,3,1,2,2,0,3,0,3,0,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,13,8,15,6,9,3,7,4,1,0,11,10,5,12,2,14,1,3,0,0,0,2,1,1,1,3,3,0,0,2,2,1,3,3,3,1,2,2,2,0,3,3,0,0,2,2,1,1,3,0,3,0,3,1,2,0,2,2,1,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8,10,2,12,7,1,6,13,14,3,11,15,9,0,4,5,0,3,1,2,2,2,0,0,3,3,1,1,2,0,0,0,3,1,3,1,2,1,2,0,0,3,1,2,2,0,3,0,3,1,2,0,2,1,1,1,3,3,0,0,3,0,2,2,1,3,3,1,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
48,15,13,10,2,4,12,8,7,14,6,3,5,1,9,0,11,3,1,1,3,3,0,0,2,2,1,3,3,0,2,2,1,3,1,1,2,0,2,0,3,3,1,2,2,0,3,0,2,1,1,1,3,3,0,2,0,3,1,3,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13,0,2,10,9,5,14,7,3,8,12,6,15,1,4,11,1,2,0,3,1,1,2,2,0,3,3,1,2,2,0,0,2,1,1,3,0,0,3,1,2,0,3,3,1,2,1,2,1,2,0,0,3,3,1,1,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,10,15,5,11,12,0,3,4,1,6,9,8,13,2,7,14,1,3,1,2,0,0,3,1,3,0,0,2,1,1,3,1,2,0,0,3,3,0,2,2,1,2,0,3,1,3,1,2,0,2,1,3,0,2,0,3,3,1,1,3,1,2,0,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3,9,15,0,2,1,7,12,14,4,11,8,13,5,6,10,1,3,0,2,0,0,3,1,1,2,1,3,0,2,0,0,3,1,1,1,2,0,0,0,3,1,3,3,1,2,0,0,2,1,1,3,1,3,0,0,2,1,3,0,0,2,1,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,9,5,1,10,6,3,11,4,14,2,7,13,12,0,15,2,0,0,2,0,3,3,1,1,2,2,1,3,0,2,0,0,2,1,3,3,3,1,2,2,0,3,0,2,1,2,0,3,1,2,1,1,3,3,3,0,0,2,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8,9,5,11,15,12,14,6,0,4,10,7,1,3,2,13,1,3,0,2,2,1,3,3,3,0,2,2,2,1,3,3,3,0,2,2,2,1,3,3,1,2,1,3,0,3,1,2,2,0,2,0,3,1,3,1,2,2,0,3,3,1,2,0,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
45,7,4,0,9,1,11,2,8,13,5,3,15,10,12,14,6,2,0,3,0,3,0,2,2,2,1,1,3,1,2,0,3,0,0,3,1,1,1,2,0,0,0,2,1,3,3,1,1,3,0,0,0,2,1,1,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,7,15,13,14,4,9,11,6,0,3,2,10,1,5,8,12,0,3,1,3,1,2,2,0,3,3,0,3,1,1,1,2,0,2,1,2,0,0,3,3,0,3,1,1,2,1,2,2,0,0,3,3,0,2,2,1,3,3,0,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13,6,4,3,9,8,1,7,5,2,12,0,14,11,15,10,0,0,2,1,1,1,3,0,0,2,0,2,2,1,1,3,3,0,0,2,1,1,3,0,0,3,1,2,0,2,1,2,0,3,1,2,1,3,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,8,15,11,9,1,4,6,14,5,0,10,13,2,3,12,3,0,2,1,3,3,3,0,2,2,1,3,3,0,2,0,2,1,2,0,3,1,2,1,3,3,0,0,3,1,1,1,2,0,0,3,1,1,2,2,2,0,3,0,3,0,3,1,2,1,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
52,6,0,10,9,4,5,14,3,13,8,1,2,7,11,12,15,2,0,2,2,1,3,0,0,3,1,3,0,2,1,1,3,0,0,0,2,1,3,0,2,2,2,1,1,3,3,0,2,0,3,1,2,2,1,3,3,1,2,0,3,0,2,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,12,15,10,2,9,5,13,6,8,11,14,3,1,4,0,7,0,3,1,2,0,3,3,3,1,1,2,0,2,0,3,1,3,0,2,1,2,0,3,1,3,1,2,2,2,0,3,3,1,2,2,0,0,3,1,1,1,3,3,0,0,2,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3,1,5,12,8,2,15,4,6,10,9,7,0,14,11,13,0,0,3,3,1,2,2,0,2,1,1,3,1,2,0,0,3,1,1,3,3,0,0,2,2,0,3,1,1,2,0,3,1,1,2,0,2,0,0,3,3,1,3,0,2,1,1,3,0,2,2,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,
57,10,3,14,5,15,1,13,12,11,8,7,2,4,0,9,6,1,1,1,3,0,0,0,3,1,1,2,0,0,3,1,1,2,2,2,0,0,3,3,1,2,2,0,3,3,3,1,2,1,2,1,2,0,3,1,3,0,3,1,2,0,3,0,2,2,1,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
58,15,9,8,4,10,7,2,5,3,11,12,14,0,6,13,1,1,1,1,3,0,0,2,1,1,3,3,3,0,2,1,2,0,3,0,3,1,1,2,0,0,0,3,1,1,1,2,0,0,2,0,3,1,2,2,0,3,1,2,1,3,3,1,2,0,3,0,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,
59,14,13,0,5,8,1,9,11,3,2,12,15,6,7,4,10,0,0,0,2,2,1,1,3,0,3,3,1,1,2,2,0,0,3,3,0,2,2,2,1,1,1,3,0,0,3,0,2,1,2,1,1,3,0,3,3,1,2,0,0,3,1,2,0,0,3,1,2,2,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,
46,6,9,13,14,1,5,0,2,8,4,12,10,11,7,3,15,0,0,0,2,1,2,1,2,0,0,3,1,3,1,2,2,1,3,3,3,0,0,2,1,2,2,0,0,3,3,3,1,2,1,2,1,3,3,0,2,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11,8,7,9,3,12,6,0,2,4,14,10,13,1,5,15,2,0,0,2,0,2,1,1,3,1,2,0,3,0,0,3,1,1,3,1,2,2,0,0,2,1,1,3,0,0,0,2,1,3,3,3,0,2,2,1,3,1,1,2,0,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,14,2,0,11,10,13,6,1,9,12,15,8,3,4,7,2,2,0,0,3,3,1,3,0,2,1,3,1,2,0,2,0,0,3,1,2,1,1,3,3,0,2,0,2,1,2,0,0,3,1,2,0,3,3,3,1,1,2,2,2,1,3,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,2,12,11,7,4,14,9,3,6,15,5,1,10,8,13,0,0,2,1,3,1,2,2,1,3,3,0,2,0,3,3,1,2,0,0,3,1,1,1,2,2,2,0,3,0,3,0,3,1,1,2,1,2,2,0,3,0,3,1,1,2,0,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
60,13,14,8,9,5,7,10,15,12,4,2,6,11,1,3,0,0,0,2,1,3,3,3,1,2,2,2,0,3,3,3,0,0,2,1,2,2,1,3,3,3,1,2,2,2,0,3,3,3,0,2,2,2,1,3,0,0,2,1,1,3,0,0,3,1,2,1,3,1,3,0,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,
54,0,5,12,6,3,1,8,14,15,13,10,4,11,7,2,9,1,1,1,2,0,0,0,2,1,1,3,0,2,1,3,1,2,0,0,0,3,1,1,3,3,0,0,2,2,1,1,3,3,1,2,0,0,3,1,2,0,3,0,2,2,1,2,1,3,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
56,11,13,9,12,2,0,10,4,1,7,3,14,8,15,6,5,1,1,2,0,0,2,2,0,3,3,1,2,2,0,3,3,1,2,1,1,3,0,0,2,1,2,1,3,0,2,0,0,3,1,1,1,3,0,3,0,2,2,1,3,3,0,2,0,3,1,2,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
47,5,9,13,15,10,6,0,3,4,7,11,1,12,2,14,8,0,3,0,2,1,1,3,0,2,1,3,3,0,0,3,1,1,2,0,2,0,3,1,3,0,2,1,2,1,2,0,3,0,0,2,1,1,3,0,0,3,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,7,5,0,12,10,14,4,8,1,9,13,11,15,3,6,0,2,1,1,3,1,2,0,2,0,0,3,1,2,1,1,2,0,3,1,3,0,3,0,2,2,1,2,0,0,3,1,1,2,1,3,0,2,0,0,3,1,1,3,3,1,2,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,13,10,3,11,5,4,12,8,7,1,6,14,15,2,9,2,2,1,3,3,0,0,2,1,2,0,3,1,2,2,1,3,3,0,2,2,1,3,1,3,0,2,0,0,3,1,1,3,1,2,0,3,0,2,0,3,1,2,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,2,0,10,9,14,15,11,5,1,7,3,4,13,6,12,1,3,0,3,1,2,0,2,0,3,3,1,2,2,0,0,3,3,1,2,2,2,1,1,3,3,3,0,2,0,0,2,2,1,3,1,2,0,3,3,0,2,1,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9,10,6,0,8,5,2,13,7,1,3,4,15,14,11,12,2,2,1,1,3,1,2,0,2,1,3,0,0,2,1,3,0,3,1,3,0,0,2,2,2,1,3,0,3,1,3,1,1,2,0,0,3,1,1,2,0,0,2,0,3,3,1,1,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7,6,0,1,10,14,13,2,4,11,8,3,5,12,15,9,2,0,0,3,1,1,2,2,0,0,2,1,1,1,3,3,3,0,2,2,0,0,2,1,1,1,3,0,0,0,3,1,3,1,2,1,2,0,0,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,1,12,11,5,15,9,0,6,4,7,10,3,14,13,8,1,3,3,0,2,2,2,1,3,0,2,0,3,3,3,1,2,2,1,1,3,3,0,0,2,0,3,1,1,2,0,2,1,3,1,2,2,0,0,3,0,2,1,1,3,0,3,1,1,2,2,0,0,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,
50,8,7,14,3,10,12,1,0,2,6,5,4,9,15,13,11,1,2,0,0,2,1,2,1,3,1,3,0,0,0,3,1,2,2,2,1,3,3,0,2,2,1,3,1,3,0,3,0,2,0,2,2,1,3,1,3,3,0,0,2,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,12,14,3,5,10,2,0,13,11,8,6,9,4,1,7,1,1,3,1,2,0,3,3,3,0,2,2,2,1,3,3,0,2,0,2,1,1,3,0,2,1,1,3,3,0,3,0,2,1,1,3,0,0,0,2,2,1,3,3,0,2,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,11,4,7,9,13,0,8,14,1,5,10,6,12,2,15,2,0,0,0,3,1,2,2,1,1,3,3,0,0,2,0,2,1,1,2,0,0,3,1,1,3,0,0,2,1,1,2,0,3,3,1,1,3,0,2,2,1,3,0,0,2,1,1,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5,10,8,0,12,9,2,11,1,6,14,4,15,13,3,7,1,2,1,1,2,0,3,3,1,2,0,3,0,2,0,2,1,2,1,1,3,3,0,0,2,1,3,3,0,0,2,2,1,2,0,3,1,2,1,3,3,0,0,2,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,15,14,11,5,10,6,2,8,0,12,1,13,4,9,3,7,3,1,2,0,3,3,1,1,3,0,0,2,1,3,1,1,2,2,0,2,1,3,0,3,1,2,0,0,2,0,3,3,1,1,3,1,2,0,2,0,0,3,1,3,1,2,2,2,0,3,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
54,10,6,11,7,1,2,9,5,15,14,13,8,3,4,0,12,3,1,1,1,2,0,0,3,1,1,2,0,2,2,0,0,3,3,1,2,0,3,3,1,1,2,2,0,2,1,3,0,3,3,1,1,2,0,2,1,2,0,0,3,1,2,0,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
50,9,3,0,7,2,12,6,1,11,13,8,4,14,15,5,10,2,0,2,1,2,1,3,3,0,0,2,2,1,3,1,1,3,0,0,3,0,2,2,1,1,1,2,0,0,3,1,3,3,1,2,2,2,0,3,3,3,0,2,0,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13,1,5,15,8,4,6,7,2,12,3,11,10,9,14,0,0,3,3,1,3,0,2,1,2,0,0,0,3,1,1,3,0,0,2,1,2,0,2,1,3,0,3,1,2,1,2,1,3,0,2,0,0,3,1,1,1,3,0,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,13,5,9,10,12,0,7,15,3,8,4,6,11,1,14,2,1,1,3,0,3,0,2,2,1,1,3,1,2,0,3,0,2,2,1,1,3,3,0,3,0,0,2,1,2,1,2,0,0,3,1,1,3,3,0,2,2,1,2,0,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3,1,0,13,10,14,11,9,2,5,6,15,7,8,4,12,0,0,0,2,2,1,1,3,0,0,2,1,3,0,3,3,1,1,1,2,2,2,0,0,3,3,3,1,1,2,2,0,0,3,0,2,1,3,1,3,1,2,2,2,0,3,0,3,0,3,1,1,1,2,2,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,
